usuario,contiene,formato,idioma,largura_libro,clasificacion_edad,compone_saga,famoso,peso,tipo_narrador,libro,valoracion,timestep
13,terror,papel,spa,normal,adulto,si,si,ligero,tercera_persona,181.0,3,0
13,humor,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,249.0,4,9
13,misterio,papel,spa,normal,juvenil,no,no,intermedio,primera_persona,321.0,3,25
13,fantasia,papel,spa,normal,adulto,si,si,intermedio,tercera_persona,15.0,4,25
13,fantasia,papel,spa,normal,juvenil,no,no,intermedio,tercera_persona,58.0,4,25
13,suspense,papel,spa,corto,juvenil,si,si,ligero,primera_persona,22.0,4,25
13,suspense,papel,cat,corto,adulto,si,si,intermedio,primera_persona,408.0,4,25
13,suspense,papel,spa,corto,infantil,si,no,pesado,tercera_persona,410.0,3,27
13,magia,papel,spa,normal,adulto,si,no,ligero,primera_persona,284.0,3,28
13,humor,papel,spa,normal,juvenil,no,no,intermedio,tercera_persona,227.0,3,29
13,fantasia,ebook,spa,corto,juvenil,si,si,ligero,tercera_persona,29.0,4,29
14,terror,papel,eng,normal,infantil,no,no,intermedio,tercera_persona,190.0,3,0
14,suspense,ebook,eng,normal,juvenil,no,no,intermedio,tercera_persona,337.0,3,0
14,ficcion_historica,ebook,cat,normal,adulto,si,no,ligero,primera_persona,83.0,3,2
14,ficcion_historica,ebook,eng,largo,juvenil,si,si,pesado,tercera_persona,113.0,2,2
14,humor,papel,spa,largo,juvenil,no,no,ligero,tercera_persona,271.0,3,2
14,suspense,ebook,eng,largo,juvenil,si,no,pesado,tercera_persona,402.0,4,2
14,magia,ebook,spa,normal,infantil,no,si,pesado,primera_persona,282.0,3,2
14,terror,papel,spa,largo,juvenil,si,si,intermedio,tercera_persona,205.0,4,3
14,terror,ebook,eng,normal,juvenil,no,no,intermedio,tercera_persona,168.0,4,10
14,romance,ebook,spa,largo,juvenil,si,si,intermedio,primera_persona,372.0,3,21
14,suspense,papel,eng,largo,juvenil,no,no,ligero,tercera_persona,411.0,3,23
14,misterio,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,321.0,3,24
14,fantasia,papel,eng,normal,juvenil,si,no,intermedio,tercera_persona,62.0,4,24
14,humor,ebook,spa,largo,infantil,si,si,intermedio,tercera_persona,252.0,3,26
14,fantasia,papel,spa,normal,juvenil,si,si,pesado,primera_persona,10.0,4,52
14,ficcion_historica,ebook,eng,corto,juvenil,si,si,intermedio,tercera_persona,22.0,3,53
15,suspense,ebook,spa,largo,juvenil,si,si,pesado,primera_persona,402.0,3,0
15,ciencia_ficcion,papel,spa,corto,infantil,no,no,ligero,tercera_persona,378.0,4,3
15,suspense,audiolibro,spa,normal,juvenil,no,no,intermedio,tercera_persona,321.0,4,3
15,suspense,audiolibro,spa,normal,adulto,no,no,ligero,primera_persona,412.0,3,6
15,suspense,ebook,spa,largo,adulto,si,no,ligero,tercera_persona,411.0,4,6
15,fantasia,ebook,spa,normal,infantil,no,si,ligero,tercera_persona,44.0,4,17
16,suspense,ebook,cat,normal,juvenil,si,no,ligero,primera_persona,35.0,4,0
16,suspense,ebook,spa,normal,juvenil,si,si,ligero,primera_persona,383.0,4,2
16,humor,audiolibro,spa,normal,adulto,no,si,ligero,tercera_persona,257.0,4,3
16,misterio,papel,spa,largo,adulto,si,no,intermedio,tercera_persona,312.0,3,3
16,ficcion_historica,audiolibro,spa,normal,juvenil,si,no,ligero,tercera_persona,132.0,3,3
16,ciencia_ficcion,papel,cat,normal,adulto,si,si,intermedio,primera_persona,159.0,3,3
16,romance,papel,spa,largo,adulto,si,si,ligero,tercera_persona,372.0,3,4
16,terror,ebook,spa,normal,adulto,no,no,intermedio,primera_persona,180.0,3,4
16,romance,papel,spa,corto,adulto,si,si,ligero,tercera_persona,363.0,4,4
16,misterio,ebook,spa,normal,adulto,si,si,pesado,primera_persona,318.0,3,21
16,magia,papel,spa,largo,adulto,no,no,intermedio,tercera_persona,291.0,5,44
16,romance,audiolibro,spa,largo,adulto,no,no,ligero,primera_persona,364.0,4,54
16,romance,ebook,spa,corto,juvenil,no,si,ligero,primera_persona,366.0,3,64
16,fantasia,papel,spa,normal,adulto,no,si,pesado,primera_persona,38.0,4,76
16,romance,ebook,spa,corto,adulto,si,si,ligero,primera_persona,70.0,2,76
16,ciencia_ficcion,ebook,spa,normal,adulto,no,no,pesado,tercera_persona,389.0,4,76
16,magia,papel,spa,largo,juvenil,no,si,ligero,tercera_persona,290.0,3,79
16,humor,ebook,spa,normal,juvenil,si,si,pesado,tercera_persona,226.0,3,79
16,ficcion_historica,papel,spa,normal,juvenil,no,si,intermedio,tercera_persona,40.0,4,81
16,misterio,ebook,spa,corto,juvenil,no,si,ligero,tercera_persona,329.0,4,87
16,ficcion_historica,audiolibro,spa,largo,adulto,si,si,ligero,primera_persona,122.0,4,87
16,ciencia_ficcion,ebook,spa,normal,infantil,si,si,intermedio,primera_persona,386.0,3,88
16,romance,papel,spa,largo,juvenil,si,si,ligero,tercera_persona,357.0,3,88
16,humor,ebook,eng,largo,adulto,si,no,ligero,primera_persona,262.0,4,88
16,suspense,ebook,cat,corto,juvenil,si,no,ligero,tercera_persona,22.0,4,88
16,magia,ebook,spa,largo,infantil,si,si,ligero,tercera_persona,1.0,3,89
16,romance,papel,spa,normal,adulto,si,si,ligero,tercera_persona,368.0,4,89
17,ficcion_historica,papel,spa,corto,infantil,si,no,ligero,primera_persona,111.0,3,0
17,misterio,papel,spa,normal,infantil,no,no,ligero,tercera_persona,332.0,4,1
17,romance,papel,spa,corto,infantil,no,no,intermedio,tercera_persona,348.0,3,1
17,fantasia,papel,spa,normal,infantil,si,no,ligero,primera_persona,0.0,3,3
17,fantasia,papel,spa,largo,juvenil,si,si,ligero,tercera_persona,1.0,3,3
17,misterio,papel,spa,corto,juvenil,no,no,pesado,tercera_persona,325.0,4,4
17,misterio,papel,spa,normal,infantil,si,si,ligero,tercera_persona,306.0,4,4
17,ciencia_ficcion,papel,spa,corto,juvenil,si,si,pesado,tercera_persona,159.0,3,4
17,magia,papel,eng,normal,infantil,si,no,intermedio,primera_persona,296.0,3,6
17,ficcion_historica,papel,spa,normal,infantil,si,si,pesado,primera_persona,115.0,4,6
18,romance,papel,cat,normal,juvenil,no,si,ligero,tercera_persona,357.0,3,1
18,ficcion_historica,papel,spa,normal,juvenil,si,no,pesado,primera_persona,84.0,4,4
18,ciencia_ficcion,papel,eng,corto,adulto,no,si,intermedio,tercera_persona,381.0,4,12
18,misterio,papel,spa,corto,infantil,no,si,intermedio,tercera_persona,335.0,4,12
18,romance,papel,spa,largo,juvenil,no,no,ligero,primera_persona,372.0,3,12
18,suspense,papel,spa,largo,juvenil,no,no,pesado,primera_persona,411.0,4,16
18,misterio,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,308.0,4,18
18,suspense,papel,spa,normal,juvenil,si,no,ligero,primera_persona,383.0,3,19
18,magia,papel,spa,normal,infantil,si,no,ligero,primera_persona,296.0,3,21
18,magia,papel,spa,normal,adulto,si,no,ligero,primera_persona,284.0,4,22
18,terror,papel,spa,corto,juvenil,si,si,ligero,tercera_persona,179.0,4,22
18,ciencia_ficcion,papel,spa,normal,juvenil,no,no,ligero,primera_persona,398.0,4,30
18,fantasia,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,21.0,4,31
18,magia,ebook,spa,normal,adulto,si,si,pesado,primera_persona,283.0,4,33
18,terror,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,163.0,3,33
18,magia,ebook,cat,normal,infantil,no,si,intermedio,primera_persona,0.0,4,37
18,humor,papel,spa,corto,juvenil,si,si,ligero,tercera_persona,222.0,3,37
18,suspense,papel,spa,corto,juvenil,si,no,ligero,primera_persona,409.0,3,38
18,ficcion_historica,papel,spa,largo,juvenil,no,si,ligero,tercera_persona,144.0,4,43
18,terror,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,325.0,3,43
18,fantasia,papel,cat,corto,infantil,si,no,intermedio,tercera_persona,33.0,3,44
18,magia,papel,spa,largo,juvenil,si,si,ligero,tercera_persona,290.0,4,44
18,ciencia_ficcion,papel,spa,corto,juvenil,no,si,ligero,primera_persona,394.0,4,48
18,romance,papel,spa,corto,infantil,si,si,intermedio,primera_persona,363.0,4,48
18,romance,papel,spa,normal,infantil,si,si,ligero,primera_persona,368.0,4,48
18,fantasia,papel,spa,largo,infantil,si,si,intermedio,tercera_persona,61.0,4,48
18,misterio,audiolibro,spa,normal,infantil,no,si,pesado,tercera_persona,332.0,4,54
18,suspense,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,319.0,3,54
19,suspense,papel,eng,normal,infantil,no,no,ligero,primera_persona,19.0,3,0
19,romance,papel,eng,normal,juvenil,si,no,ligero,tercera_persona,341.0,3,0
19,ficcion_historica,papel,spa,normal,adulto,si,si,ligero,primera_persona,129.0,4,33
19,suspense,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,163.0,3,33
19,romance,papel,spa,normal,infantil,si,si,ligero,primera_persona,368.0,4,34
19,misterio,papel,eng,corto,juvenil,si,no,ligero,primera_persona,336.0,4,44
19,suspense,papel,cat,corto,juvenil,no,si,pesado,tercera_persona,57.0,4,44
19,ficcion_historica,papel,spa,largo,infantil,no,si,ligero,tercera_persona,135.0,2,44
19,magia,papel,cat,corto,juvenil,no,no,ligero,tercera_persona,0.0,4,44
19,fantasia,papel,cat,corto,infantil,si,si,pesado,primera_persona,33.0,4,44
19,misterio,papel,eng,normal,juvenil,si,si,ligero,primera_persona,309.0,4,46
19,romance,papel,spa,normal,juvenil,si,si,ligero,primera_persona,357.0,3,50
19,fantasia,papel,spa,largo,juvenil,no,no,intermedio,primera_persona,76.0,3,52
19,suspense,papel,spa,largo,juvenil,no,si,intermedio,primera_persona,411.0,4,52
19,humor,papel,eng,normal,juvenil,si,no,ligero,primera_persona,239.0,5,53
19,misterio,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,303.0,4,54
19,magia,papel,cat,largo,infantil,si,si,intermedio,tercera_persona,1.0,4,54
19,misterio,papel,eng,normal,infantil,no,si,ligero,primera_persona,332.0,3,58
19,ficcion_historica,papel,spa,corto,juvenil,no,no,intermedio,tercera_persona,91.0,4,59
19,suspense,ebook,eng,normal,juvenil,si,si,intermedio,tercera_persona,383.0,3,61
19,ciencia_ficcion,papel,eng,normal,adulto,si,no,ligero,tercera_persona,389.0,4,67
19,ficcion_historica,ebook,eng,normal,infantil,si,no,pesado,tercera_persona,114.0,4,67
19,magia,ebook,eng,corto,infantil,no,no,intermedio,tercera_persona,288.0,3,67
19,fantasia,papel,eng,largo,juvenil,si,no,ligero,tercera_persona,46.0,4,67
19,humor,papel,cat,corto,juvenil,si,no,intermedio,primera_persona,70.0,3,68
19,humor,papel,spa,corto,juvenil,si,no,pesado,primera_persona,275.0,2,68
19,magia,papel,spa,largo,adulto,no,no,ligero,tercera_persona,291.0,4,68
19,ciencia_ficcion,audiolibro,spa,largo,juvenil,si,si,intermedio,tercera_persona,159.0,4,70
19,misterio,audiolibro,eng,corto,infantil,si,si,intermedio,tercera_persona,333.0,4,70
19,romance,papel,eng,normal,juvenil,no,si,intermedio,tercera_persona,340.0,3,70
19,ficcion_historica,ebook,eng,corto,adulto,si,si,pesado,tercera_persona,125.0,4,70
19,ciencia_ficcion,audiolibro,eng,largo,infantil,no,no,ligero,primera_persona,378.0,3,70
19,ficcion_historica,papel,eng,corto,infantil,si,si,intermedio,tercera_persona,147.0,3,70
19,magia,papel,cat,normal,juvenil,no,no,ligero,primera_persona,286.0,4,70
19,ciencia_ficcion,papel,spa,corto,juvenil,si,no,pesado,tercera_persona,394.0,3,81
19,ciencia_ficcion,papel,eng,corto,juvenil,no,no,ligero,primera_persona,395.0,4,82
19,ciencia_ficcion,papel,eng,normal,infantil,no,si,ligero,tercera_persona,385.0,3,86
19,terror,papel,cat,corto,juvenil,no,si,pesado,primera_persona,25.0,4,86
19,magia,papel,spa,corto,infantil,si,si,ligero,primera_persona,294.0,4,86
19,humor,papel,spa,largo,infantil,si,no,pesado,primera_persona,273.0,3,86
19,magia,papel,eng,normal,infantil,no,no,ligero,tercera_persona,282.0,4,86
19,suspense,papel,spa,corto,infantil,no,no,ligero,primera_persona,89.0,3,86
19,terror,papel,spa,corto,adulto,no,no,ligero,tercera_persona,172.0,3,88
19,humor,papel,spa,normal,adulto,si,no,ligero,tercera_persona,246.0,4,89
19,magia,papel,spa,corto,infantil,si,no,ligero,tercera_persona,289.0,3,89
19,magia,papel,cat,largo,juvenil,si,si,pesado,primera_persona,290.0,5,89
19,humor,papel,eng,corto,juvenil,no,no,intermedio,tercera_persona,271.0,4,89
19,suspense,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,174.0,3,89
19,romance,papel,cat,normal,juvenil,si,si,ligero,primera_persona,366.0,4,89
20,romance,audiolibro,spa,corto,adulto,no,si,ligero,primera_persona,363.0,3,0
20,fantasia,papel,cat,corto,juvenil,no,si,intermedio,primera_persona,57.0,4,9
20,ficcion_historica,papel,spa,corto,juvenil,no,no,intermedio,primera_persona,91.0,3,9
20,fantasia,papel,spa,largo,adulto,no,si,ligero,primera_persona,67.0,3,9
20,humor,papel,spa,largo,adulto,no,si,intermedio,primera_persona,229.0,4,9
20,suspense,papel,spa,largo,juvenil,si,no,ligero,primera_persona,402.0,3,11
20,humor,papel,spa,largo,juvenil,no,si,ligero,tercera_persona,257.0,3,30
21,romance,papel,eng,corto,juvenil,si,si,intermedio,tercera_persona,70.0,3,0
21,misterio,papel,eng,largo,infantil,si,no,intermedio,primera_persona,310.0,3,1
21,magia,papel,spa,corto,juvenil,si,si,ligero,primera_persona,287.0,3,1
21,ciencia_ficcion,audiolibro,cat,normal,juvenil,no,no,ligero,primera_persona,387.0,4,5
21,suspense,ebook,eng,corto,adulto,no,no,intermedio,tercera_persona,381.0,4,6
21,romance,papel,cat,normal,juvenil,si,si,ligero,primera_persona,357.0,3,15
21,fantasia,papel,spa,largo,juvenil,no,si,intermedio,tercera_persona,64.0,4,15
21,terror,papel,eng,normal,infantil,si,no,ligero,tercera_persona,183.0,4,15
21,romance,papel,spa,normal,juvenil,si,si,intermedio,tercera_persona,374.0,4,15
21,suspense,papel,spa,normal,infantil,no,no,ligero,tercera_persona,332.0,4,16
21,magia,ebook,eng,largo,infantil,no,si,ligero,tercera_persona,291.0,4,16
21,ficcion_historica,papel,spa,normal,infantil,si,si,pesado,primera_persona,115.0,3,16
21,ciencia_ficcion,papel,eng,largo,infantil,no,si,ligero,tercera_persona,392.0,4,16
21,ficcion_historica,papel,spa,corto,infantil,si,no,intermedio,tercera_persona,111.0,3,16
21,romance,papel,eng,largo,juvenil,no,si,pesado,primera_persona,372.0,3,17
22,suspense,papel,spa,corto,adulto,no,no,intermedio,primera_persona,381.0,4,0
22,fantasia,papel,spa,normal,juvenil,no,si,pesado,primera_persona,34.0,4,0
22,humor,papel,eng,normal,adulto,no,no,intermedio,primera_persona,240.0,3,0
22,fantasia,papel,cat,normal,juvenil,no,no,intermedio,tercera_persona,35.0,4,0
22,romance,papel,eng,normal,juvenil,no,no,intermedio,tercera_persona,351.0,3,0
22,fantasia,papel,spa,corto,adulto,si,si,ligero,tercera_persona,20.0,4,0
22,ficcion_historica,papel,eng,corto,juvenil,si,si,ligero,tercera_persona,93.0,4,0
22,fantasia,papel,eng,corto,juvenil,si,si,ligero,tercera_persona,54.0,3,4
22,ciencia_ficcion,papel,eng,corto,juvenil,no,si,pesado,primera_persona,394.0,4,4
22,suspense,papel,eng,normal,juvenil,si,no,pesado,primera_persona,403.0,3,4
22,suspense,papel,eng,corto,adulto,si,no,ligero,tercera_persona,407.0,3,9
22,suspense,papel,cat,normal,juvenil,si,si,ligero,primera_persona,83.0,3,11
22,terror,papel,cat,normal,infantil,si,si,ligero,primera_persona,38.0,4,11
22,misterio,papel,eng,corto,juvenil,no,no,intermedio,primera_persona,311.0,4,11
22,suspense,papel,eng,normal,adulto,si,si,pesado,tercera_persona,412.0,3,12
23,magia,papel,eng,normal,juvenil,si,no,ligero,tercera_persona,10.0,3,0
23,misterio,papel,eng,normal,infantil,no,si,ligero,tercera_persona,324.0,3,0
23,fantasia,papel,spa,normal,adulto,si,no,intermedio,primera_persona,15.0,4,0
23,romance,ebook,cat,largo,juvenil,si,no,ligero,tercera_persona,70.0,3,1
23,terror,papel,eng,normal,adulto,si,si,ligero,tercera_persona,181.0,3,1
23,terror,papel,spa,normal,infantil,si,si,ligero,tercera_persona,187.0,4,1
23,ciencia_ficcion,papel,eng,corto,adulto,no,si,ligero,primera_persona,381.0,5,1
24,romance,papel,spa,corto,infantil,no,si,ligero,tercera_persona,376.0,4,0
24,ficcion_historica,papel,spa,corto,juvenil,no,si,ligero,primera_persona,152.0,3,0
24,humor,ebook,cat,corto,juvenil,si,no,intermedio,tercera_persona,70.0,4,0
24,ficcion_historica,papel,spa,normal,juvenil,si,no,intermedio,primera_persona,132.0,3,0
24,magia,papel,spa,normal,infantil,si,si,intermedio,tercera_persona,0.0,4,0
24,misterio,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,321.0,4,0
24,ficcion_historica,papel,spa,normal,juvenil,no,no,ligero,primera_persona,138.0,4,2
24,ficcion_historica,papel,spa,corto,infantil,no,no,ligero,primera_persona,123.0,4,2
24,fantasia,papel,spa,corto,juvenil,no,no,ligero,primera_persona,18.0,4,2
24,humor,ebook,spa,normal,infantil,no,si,ligero,tercera_persona,265.0,4,2
24,terror,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,203.0,4,2
24,misterio,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,329.0,3,2
24,ciencia_ficcion,papel,spa,corto,infantil,si,si,ligero,primera_persona,379.0,3,2
24,humor,papel,spa,corto,infantil,si,no,ligero,tercera_persona,254.0,4,10
24,misterio,papel,spa,corto,infantil,no,no,ligero,tercera_persona,89.0,3,10
24,misterio,papel,spa,corto,juvenil,si,no,ligero,primera_persona,336.0,3,12
24,fantasia,papel,spa,normal,infantil,no,si,ligero,primera_persona,44.0,3,12
24,romance,papel,spa,largo,infantil,no,si,ligero,primera_persona,372.0,3,12
24,ficcion_historica,papel,spa,normal,adulto,no,no,ligero,primera_persona,143.0,4,12
24,ciencia_ficcion,papel,spa,largo,juvenil,si,no,ligero,primera_persona,398.0,4,12
24,romance,papel,eng,normal,juvenil,no,si,intermedio,tercera_persona,340.0,4,12
24,ficcion_historica,papel,spa,normal,juvenil,no,no,ligero,primera_persona,85.0,4,24
24,humor,papel,spa,normal,juvenil,si,si,pesado,tercera_persona,226.0,2,24
24,ficcion_historica,papel,spa,corto,juvenil,si,no,intermedio,primera_persona,124.0,4,24
24,magia,papel,spa,largo,juvenil,no,no,intermedio,tercera_persona,291.0,4,24
24,humor,papel,spa,largo,juvenil,no,si,pesado,primera_persona,251.0,4,67
24,misterio,papel,spa,largo,infantil,no,no,ligero,primera_persona,332.0,4,74
24,romance,papel,spa,normal,adulto,si,no,intermedio,tercera_persona,374.0,4,74
24,ciencia_ficcion,papel,cat,normal,infantil,si,no,ligero,primera_persona,387.0,3,74
24,ficcion_historica,papel,cat,normal,juvenil,si,si,intermedio,tercera_persona,78.0,4,74
24,suspense,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,57.0,3,79
24,magia,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,10.0,4,79
24,misterio,papel,spa,corto,juvenil,no,si,intermedio,tercera_persona,325.0,3,79
24,romance,papel,spa,corto,infantil,si,si,intermedio,tercera_persona,363.0,3,79
24,romance,audiolibro,spa,corto,juvenil,si,no,intermedio,tercera_persona,362.0,4,80
24,ciencia_ficcion,papel,spa,corto,juvenil,si,si,ligero,primera_persona,159.0,3,80
24,suspense,papel,spa,normal,juvenil,si,no,intermedio,tercera_persona,383.0,3,82
24,misterio,papel,cat,normal,juvenil,no,si,intermedio,tercera_persona,84.0,5,82
24,fantasia,papel,spa,corto,adulto,no,si,ligero,primera_persona,26.0,4,83
25,ficcion_historica,papel,spa,corto,juvenil,si,no,ligero,primera_persona,70.0,2,0
25,romance,papel,spa,corto,juvenil,no,si,pesado,tercera_persona,366.0,3,0
25,magia,papel,spa,largo,juvenil,si,no,pesado,primera_persona,290.0,3,1
25,romance,papel,spa,corto,infantil,si,si,intermedio,tercera_persona,363.0,3,3
25,romance,papel,spa,normal,adulto,si,no,pesado,primera_persona,342.0,4,7
25,misterio,ebook,spa,normal,juvenil,si,no,ligero,primera_persona,84.0,4,7
25,ciencia_ficcion,papel,eng,largo,juvenil,no,no,ligero,tercera_persona,395.0,4,7
25,misterio,papel,spa,normal,infantil,si,no,ligero,tercera_persona,306.0,3,7
25,romance,papel,spa,normal,infantil,si,si,pesado,tercera_persona,368.0,4,10
25,fantasia,papel,cat,normal,adulto,no,no,ligero,primera_persona,39.0,4,10
25,ficcion_historica,papel,spa,corto,adulto,si,no,ligero,tercera_persona,103.0,4,19
25,romance,papel,spa,largo,adulto,si,si,intermedio,primera_persona,372.0,3,19
25,misterio,papel,spa,corto,infantil,no,si,ligero,tercera_persona,314.0,4,24
25,misterio,papel,cat,normal,adulto,no,no,ligero,tercera_persona,83.0,3,34
25,romance,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,357.0,4,36
25,ciencia_ficcion,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,394.0,3,36
25,romance,papel,spa,largo,infantil,no,no,ligero,primera_persona,171.0,2,36
25,fantasia,papel,spa,corto,infantil,si,si,pesado,tercera_persona,28.0,3,37
25,fantasia,papel,cat,corto,juvenil,si,no,ligero,tercera_persona,22.0,4,37
25,magia,papel,spa,corto,juvenil,no,si,ligero,tercera_persona,295.0,3,37
26,magia,papel,spa,corto,adulto,si,si,ligero,tercera_persona,281.0,3,2
26,magia,audiolibro,spa,normal,infantil,no,si,ligero,tercera_persona,282.0,4,2
26,ficcion_historica,ebook,spa,corto,adulto,si,si,ligero,primera_persona,125.0,4,2
26,fantasia,ebook,spa,largo,adulto,no,no,intermedio,primera_persona,2.0,3,3
26,romance,ebook,spa,normal,adulto,no,no,intermedio,tercera_persona,373.0,4,3
26,fantasia,audiolibro,spa,normal,adulto,si,si,ligero,tercera_persona,74.0,4,3
26,misterio,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,321.0,3,4
27,romance,papel,spa,normal,juvenil,no,si,intermedio,primera_persona,344.0,3,1
27,romance,papel,cat,normal,juvenil,no,si,pesado,tercera_persona,357.0,3,1
